CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
29910.c01	no2013053178	person	Walker, Reginald		African American artists#alchemy#Artists' books#Artists, Black -- New York (State) -- New York#Book artists.#Coptic language.#Historical languages#runes#Symbolism in art				<biogHist><p>Reginald Walker was known for his artists' books; he used ancient bookmaking techniques, symbols, and alphabets to create unique and contemporary books.</p><p>There is scant information available on Reginald Walker, but according to one of his own astrological drawings, he was born on June 13, 1946, in Chicago. According to his resume, his earliest education, from 1966-1971, was devoted to the study of reliure d'art (bookbinding) with Gerard Charriere at the Newberry Library of Chicago. He also spent a year at Loop College in Chicago, from 1966-1967, and a year at DePaul University, from 1968-1969. From 1974-1978, he studied in New York at Manhattan Community College, the Center for Book Arts, and the School of Visual Arts.</p><p>Walker's work and exhibition history are mostly derived from his papers as well. In 1971, Walker worked in Special Collections at the New York Public Library, where he inventoried and catalogued rare books and works on paper; this position possibly helped to inform his work. In 1978, he was awarded a National Endowment for the Arts (NEA) Master Craftsmen Educational grant through the Center for Book Arts. This grant allowed him to research ancient Coptic book forms for his artwork. Around the same time, one of his pieces, Spaces, was included in an exhibition at the Grolier Club. Beginning around 1980, in order to pursue his artwork, he mainly supported himself as a computer technician in various temporary positions. His Coptic book, Modern Relics, completed using the research he obtained from the NEA grant, was included in the Dialects exhibition at Franklin Furnace Gallery in 1980. Walker's work was purchased by the Ruth and Marvin Sackner Archive of Concrete and Visual Poetry in 1983 and 1985. In 1983-1984, his work was included in the 4th Annual Book Show at Kathryn Markel Gallery and the Footworks exhibition at Public Image Gallery. The Magical Properties of Sunflowers, a work which used Coptic binding, acrylics, colored pencil, stencils, rubber, and brass stamps, was included in the exhibition, The First Decade: Center for Book Arts, held at the New York Public Library in 1984. This work is also featured in the exhibition catalog of the same name. The Spencer Collection of the New York Public Library purchased his work, Mumbo Jumbo, in 1985. Also in 1985, he participated in exhibitions at the Hand In Hand Galleries and the Center for Book Arts. Additionally, he created sketchbooks for other artists such as Brice Marden, James Brown, and Huck Snyder. His work was exhibited at additional galleries such as Gallery Nature Morte and Civilian Warfare Studio.</p><title>Spaces</title><title>Modern Relics</title><title>Dialects</title><title>The Magical Properties of Sunflowers</title><title>The First Decade: Center for Book Arts</title><title>Mumbo Jumbo</title><p>Walker died in the late 1980s. He remains an elusive figure. The scarce information available mainly comes from this collection and Vince Aletti, who donated this collection and let Walker live in his guest room in the East Village for a brief time in the mid-1970s. Peter Hujar, a photographer who also lived in the area, often photographed his friends and neighbors, one of whom was Reggie Walker. Although Aletti and Walker lived together, they were not the closest of friends, and at times, according to Aletti, they barely spoke. Aletti describes Hujar's Reggie Walker (1976), which is housed at the Princeton University Art Museum, as a reminder of why Aletti invited Walker to stay with him; "Reggie was funny, quick, and intense and had great style. I don't remember that pistol pendant he's wearing; it seems so unlike him. But he always wore a cap."</p><title>Reggie Walker</title></biogHist>	Reginald Walker collection, 1977-1989 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/29910.xml	Walker, Reginald
29910.r001	nr91014939	person	Aletti, Vince							Reginald Walker collection, 1977-1989 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/29910.xml	Aletti, Vince
29910.r002	nr91014937	person	Hujar, Peter, 1934-1987	1934^Birth#1987^Death						Reginald Walker collection, 1977-1989 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/29910.xml	Hujar, Peter, 1934-1987
24818.c01		person	Beers, Sarah Yardley, 1876-1946	1876^Birth#1946^Death		Carlisle (Pa.)			<biogHist><p>Sarah Yardley Beers (1876-1946) was the great-niece of abolitionist James Miller McKim (1810-1874) and his wife Sarah A. McKim (1813-1891). Born in North Carolina on September 30, 1876, Sarah McKim Yardley was the daughter of Ellen Mulvany (1843-1924) of Millersville, Pennsylvania and William Buckman Yardley (1848-1885) of Pennsylvania and Delaware. Her mother married Edwin Ruthven Armstrong in 1886. In 1904 Sarah McKim Yardley married businessman Louis Gilbert Beers (1862-1935), associated for many years with the New Jersey Wire Cloth Company. Sarah Yardley Beers, as she was known, was a member of the Daughters of the American Revolution and an officer of the Broad Seal Chapter of Trenton, New Jersey. She died in Trenton on February 20, 1946.</p><p>Yardley Beers, Ph.D. (1913-2005), the son of Sarah McKim Yardley and Louis G. Beers, was a scientist and author. Beers conducted research at M.I.T. during World War II, joining the faculty of the Physics Department at New York University after the war. He later worked at the National Bureau of Standards in Colorado. He and his wife Dorothy Sands Beers (1917-2015) were survived by two children, G. Jerome and Deborah.</p><p>Sarah's mother, Ellen Mulvany Yardley Armstrong (1843-1924) was the daughter of Samuel P. Mulvany (1819-1858), a resident of Maryland, and Mary McKim (1822-1850) of Carlisle, Pennsylvania. They married in 1842. Daniel H. Mulvany, Esq. of Norristown, Pennsylvania was her uncle; Thomas and Mary Hitner Mulvany of Barren Hill, Montgomery County, Pennsylvania, were her grandparents. Mary McKim and her brother James Miller McKim numbered among the children of James McKim and Catherine Miller of Carlisle (married 1808; both died in 1831). James Miller McKim's children Lucy McKim (1842-1877) and the architect Charles Follen McKim (1847-1909) were thus Ellen's first cousins. Lucy McKim married Wendell P. Garrison (1840-1907), the son of abolitionist William Lloyd Garrison (1805-1879). Sarah Yardley Beers claimed her D.A.R. membership through the service of Catherine Miller's father Jeremiah Miller (died 1817). The father of Miller's son-in-law, a Northern Irish emigrant and farmer also named James McKim, served on the Pennsylvania frontier during the Revolution.</p><p>Samuel P. Mulvany was buried at Barren Hill on July 25, 1858. After her father's death, Ellen Mulvany lived with various McKim, Miller and Mulvany relatives. She attended the Millersville State Normal School in Pennsylvania in the early 1860s, taught school, and married William Buckman Yardley on March 31, 1870. Their wedding took place at the James Miller McKim residence in Llewellyn Park, West Orange, New Jersey. In 1886 she married Edwin Ruthven Armstrong of Ireland (1846-1921), a Protestant Episcopal minister who retired from Trinity Church in Sharon Springs, New York. She signed her married name as Ellen M. Yardley and later Ellen M. Armstrong. Her middle initial M may refer to Mulvany rather than McKim; the name Mulvany is sometimes spelled Mulvaney in family records.</p><p>John L. M. (John Linn McKim) Yardley (1882-1960), Sarah's brother, was an engineer. He held degrees from Princeton University and the University of Pennsylvania, and served as a captain in the U.S. Army during World War I. He married Euphemia Baggaley (1897-1949) and they had two sons, Ralph B. Yardley (1918-1995) and John Linn McKim Yardley, Jr. (1928-2016). He married, second, Margaret Daye Fell in 1951.</p></biogHist>	Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	Beers, Sarah Yardley, 1876-1946
24818.r001		person	Armstrong, Ellen M., 1843-1924	1843^Birth#1924^Death						Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	Armstrong, Ellen M., 1843-1924
24818.r002	n85388980	person	Beers, Yardley, 1913-	1913^Birth						Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	Beers, Yardley, 1913-
24818.r003		family	Garrison family							Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	Garrison family
24818.r004		family	McKim family							Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	McKim family
24818.r005		family	Miller family							Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	Miller family
24818.r006		family	Mulvaney family							Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	Mulvaney family
24818.r007		family	Yardley family							Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	Yardley family
24818.r008		corporateBody	Pennsylvania State Normal School of the Second District							Sarah Yardley Beers family papers, 1807-1983 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24818.xml	Pennsylvania State Normal School of the Second District -- Students
25285.c01	no2011170410	person	Briggs-Hall, Louise Evans, 1921-1992	1921^Birth#1992^Death	African American actresses#African Americans in the performing arts#Theater -- Production and direction -- United States#Theater management -- United States#Women in the theater -- United States				<biogHist><p>Louise Evans Briggs-Hall (1921-1992), born in St. Louis, Missouri was the first African-American woman to become a member of the United Scenic Artists, Local USA 829 in the early 1950s. She began her career directing children's theatre with the Children's Theatre of Evanston, the Thalian Society and the Chicago Park District. She later added stage scenic production, costume and lighting design to her list of accomplishments. Considered an African-American pioneer in the field of costume and set design, Briggs-Hall also directed theatrical productions such as "The Life We Live" and was designer and technical director for productions such as "As You Like It" and "George Washington Slept Here.".</p></biogHist>	Louise Evans Briggs-Hall theatre collection, 1941-1992 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25285.xml	Briggs-Hall, Louise Evans, 1921-1992
25285.r001		corporateBody	United Scenic Artists. Local USA 829							Louise Evans Briggs-Hall theatre collection, 1941-1992 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25285.xml	United Scenic Artists. Local USA 829
24831.c01	http://viaf.org/viaf/51686739	person	Capote, Truman, 1924-1984	1924^Birth#1984^Death	Authors, American -- 20th century#Murder literature#Serial murders -- Texas -- Houston		Authors.#Editors.#Journalists.		<biogHist><p>Truman Capote (1924-1984) was a celebrated American author whose major works include Other Voices, Other Rooms; Breakfast at Tiffany's; and In Cold Blood. John O'Shea (John Matthew O'Shea, 1929-2014) was a married Long Island banker who became Truman Capote's lover and business manager in the early summer of 1973. For a time he held the position of Executive Vice President of Capote's corporation Bayouboys, Ltd.</p><title>Other Voices, Other Rooms</title><title>Breakfast at Tiffany's</title><title>In Cold Blood</title><p>John O'Shea dealt with publishers seeking Capote's coverage of what became known as the Houston Mass Murders, discovered in August 1973. The Texas murders were committed by serial killer Dean Corll over a period of several years, some with the assistance of two teenage accomplices, Elmer Wayne Henley and David Owen Brooks. Henley killed Corll in self-defense on August 8, 1973, and contacted the police that day. He and Brooks then led police to the burial locations of the young male victims, and the story immediately broke in the national press. By the end of August 1973 there were 27 known deaths.</p><p>O'Shea negotiated a lucrative contract with the Washington Post to cover Henley's trial in Houston, Texas, scheduled for January 1974. The syndicated articles would be called "Houston Diary." Capote and O'Shea traveled to Houston to attend pre-trial hearings on January 14. As recounted in Gerald Clarke's Capote: A Biography (1988, page 449), when Henley was first brought into the courtroom, the author of In Cold Blood remarked "I've seen this before," and immediately left. Capote was hospitalized shortly thereafter, the illness serving to break the contract. Henley's first trial took place in San Antonio in July 1974, and Brooks was tried in 1975.</p><title>Washington Post</title><title>Capote: A Biography</title><title>In Cold Blood</title></biogHist>	Truman Capote papers regarding "Houston Diary", 1973-1974 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24831.xml	Capote, Truman, 1924-1984
24831.r001	no91028830	person	Bell, Arthur (Arthur Irving)							Truman Capote papers regarding "Houston Diary", 1973-1974 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24831.xml	Bell, Arthur (Arthur Irving)
24831.r002	n88607217	person	Bradlee, Benjamin C.							Truman Capote papers regarding "Houston Diary", 1973-1974 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24831.xml	Bradlee, Benjamin C.
24831.r003		person	O'Shea, John, 1929-2014	1929^Birth#2014^Death						Truman Capote papers regarding "Houston Diary", 1973-1974 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24831.xml	O'Shea, John, 1929-2014
24831.r004		corporateBody	Washington Post Company							Truman Capote papers regarding "Houston Diary", 1973-1974 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24831.xml	Washington Post Company
24602.c01	n50023933	person	Applebaum, Stan, 1922-	1922^Birth	Arrangers (Musicians)#Music -- United States -- 20th century#Music in advertising#Orchestrators#Popular music		Composers.		<biogHist><p>Stanley Applebaum (1922-2019) was an arranger and composer who was highly active in the New York City popular and commercial music industry from the 1940s to the early 2000s. Born in Newark, New Jersey, and raised in Irvington, Applebaum began playing piano at the age of 7. His first influences were jazz pianists such as Art Tatum and Oscar Peterson, and he wrote his first compositions and arrangements at age 12. By the time he was 19, Applebaum was writing for several big band leaders, including Cootie Williams, Benny Goodman, Harry James, and Glenn Miller. Applebaum never had a composition teacher growing up, but later studied with Stefan Wolpe.</p><p>In 1941, he was drafted and served three years in the military, where he conducted and arranged for the United States Army Band in Germany. After World War II, Applebaum moved to New York City, where he worked as a staff arranger for CBS and NBC, and continued to write arrangements for band leaders such as Raymond Scott and Charlie Ventura. He also began collaborating with the conductor Andre Kostelanetz. Though he worked primarily as an arranger, Applebaum co-wrote the song "Passing Strangers," a hit recording of which was made by Billy Eckstine and Sarah Vaughan in 1957.</p><p>In the late 1950s and 1960s, Applebaum worked with the producers, composers, lyricists, and singers associated with the Brill Building, including Ben E. King, Jerry Lieber, Mike Stoller, Neil Sedaka, the Drifters, the Coasters, Carole King, and Gerry Goffin. Applebaum was particularly noted for his arrangement for Ben E. King's hit for the Drifters, "Stand By Me," as well as "Save The Last Dance For Me" and "This Magic Moment." Other artists with whom he worked included Harold Arlen, Bobby Vinton, Ella Fitzgerald, Della Reese, Brook Benton, Quincy Jones, Doc Pomus, and Connie Francis. Applebaum had a hand in 35 top ten hits, as well as several number-one singles. He also released a hit album of his own, Hollywood's Bad But Beautiful Girls (1963).</p><title>Hollywood's Bad But Beautiful Girls</title><p>For 15 years, Applebaum was the main arranger and orchestrator for Skitch Henderson and the New York Pops Orchestra, and he also worked with the New York and London Philharmonic orchestras. In 1986, he produced the orchestrations for the Broadway musical Raggedy Ann. Applebaum was very successful in the commercial world, and founded his own company, S.A. Productions, to write and produce music for radio and television commercials. One of them, "Makes The Going Great," for Pan Am airlines, was turned into a ballet by George Balanchine. He also published compositions and arrangements for concert bands and orchestras, some written for student ensembles; piano etude books; and texts on harmony and composition.</p><title>Raggedy Ann</title></biogHist>	Stan Applebaum papers, 1940-2007 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24602.xml	Applebaum, Stan, 1922-
24602.r001	nr89005452	person	Henderson, Skitch, 1918-2005	1918^Birth#2005^Death						Stan Applebaum papers, 1940-2007 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24602.xml	Henderson, Skitch, 1918-2005
24602.r002	n91049890	person	King, Ben E.							Stan Applebaum papers, 1940-2007 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24602.xml	King, Ben E.
24602.r003	n82013465	person	Raposo, Joe							Stan Applebaum papers, 1940-2007 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24602.xml	Raposo, Joe
24602.r004	n82077872	person	Sedaka, Neil							Stan Applebaum papers, 1940-2007 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24602.xml	Sedaka, Neil
24602.r005		corporateBody	New York Pops							Stan Applebaum papers, 1940-2007 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24602.xml	New York Pops
29911.c01	n79063153	person	O'Casey, Sean, 1880-1964	1880^Birth#1964^Death	Dramatists, Irish -- 20th century		Dramatists			Sean O'Casey letter to [J. H. Perrin?], 1926 November 18 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/29911.xml	O'Casey, Sean, 1880-1964
29911.r001		person	Perrin, J. H							Sean O'Casey letter to [J. H. Perrin?], 1926 November 18 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/29911.xml	Perrin, J. H
25656.c01		person	Richard Eugene Stenhouse, Sr.		African American missionaries#Civilian Public Service--History.#Evangelical Presbyterian Church#Missionaries--Africa.#Paine College#United Church of Christ--Clergy.#World War, 1939-1945--Conscientious objectors--United States.	Africa.#Augusta, GA#Ghana.	African American clergy.		<biogHist><p>Reverend Dr. Richard Eugene Stenhouse, Sr. was born January 17, 1921 in Greenville, South Carolina to Luther and Fannie E. Stenhouse, the youngest of four brothers and three sisters. Enriched by a strong church environment, it was the family's general consensus that he would become a minister. During the course of his life, his actions were as a man of faith and a seeker of justice. Specifically, he spent a lifetime reclaiming his humanity and those of his fellow U.S. residents by advocating for social, economic, and political parity. Faced with a nation that legalized racism, justified through violence, subordination, and oppression, Stenhouse demonstrated great resolve and commitment to disrupt, overturn, and resist systemic issues of injustice. This work was personal as well as professional. It was also done in collaboration with others across racial lines and was aligned with the principles of nonviolence and peace. In addition, his wife, Ella V. Griffin Stenhouse, whom he married in 1957, was a supporter, ally, and partner in all of his endeavors.</p><p>A 1937 graduate of Sterling High School in his hometown, Stenhouse earned his bachelor's degree in 1949 at William Penn College in Oskaloosa, Iowa. Prior to attending college, he had registered as a conscientious objector and during World War II he was conscripted to serve three years (1940-1943) in the Civilian Public Service Camps (CPS), however the period of conscription in the CPS camps was later extended until the last of the soldiers returned from overseas in 1947. Finding his conscription in the CPS camps a contradiction to his convictions, Stenhouse went AWOL (absent without leave) from the California camp where he was working and enrolled in William Penn College. After completing his studies there, he attended Haverford College in Pennsylvania in pursuit of a master's degree in philosophy, which he earned in 1950. His thesis was entitled "The Mysticism of Isaac Pennington," an important Quaker leader. During his years in the CPS he became a member of the Wider Quaker Fellowship, thus, while earning his degree, he resided at the Quaker Center for Social and Religious Studies in Pendle Hill. Although he was a Presbyterian minister, his relationship with the Religious Society of Friends (Quakers) would be life-long. This connection included shared protests around social issues, particularly those regarding race and racism.</p><p>Stenhouse began his formal training for the ministry at Union Theological Seminary in New York City upon completion of his studies at Haverford. During this period he served at the Presbyterian Church of the Master. A member of an interracial ministerial staff, he was director of a racially integrated summer camp program sponsored by the Church and Morningside Community Center. In 1953, after earning his master's of divinity in systematic theology and ordination in the United Presbyterian Church U.S.A., he served as first Assistant and then Associate Pastor of the Presbyterian Church of the Master until 1958. Shortly afterwards, Stenhouse accepted a teaching position at Paine College in Augusta, GA where he taught religion and philosophy for 2 years, and in 1963 he became the Dean of Students/Dean of Student Affairs until 1971. At the same time he pursued a Ph.D. in philosophy of religion from the University of Denver, Colorado. His dissertation, "Current Status of Chief Student Personnel Administrators in United Negro College Fund Member Institutions," provided a description and analysis of the status of the chief student personnel administrations in relation to current and future professional trends in the administration of these services.</p><p>A pacifist and supporter of nonviolence as a means of advancing social change, Stenhouse participated in sit-ins at a local Woolworth store and in several area churches in Augusta challenging the persistent laws of racial segregation. A student of the nonviolent philosophies of Mahatma Gandi and Dr. Martin Luther King, Jr., he gave his students at Paine College a thorough introduction to the philosophy and practice of nonviolence in the resolution of social conflict. As a result of his teachings and leadership, the students played a vital and substantial role in striving to maintain racial harmony and peace in Augusta during the racial disturbances of the 1960s. Also during this period, under Mrs. Stenhouse's leadership, a core of parents opened the community's first interracial kindergarten, Open Door, which is still in operation as of 2011.</p><p>In 1970, Dr. Chester Marcus, the Associate Regional Secretary for Africa in the United Church of Christ's United Church Board for World Ministries (UCBWM) in New York, invited Stenhouse to consider a mission to Africa. Stenhouse accepted the offer and in 1971, he and his wife, Ella, a licensed practical nurse and certified teacher, went to Ghana to serve as UCBWM missionaries for six years. They were assigned to the Evangelical Presbyterian Church Seminary in Peki Blengo where Stenhouse began his work serving in the Evangelical school as a teacher. A year later he became principal of the school after the then principal, Dr. Reverend C. K. Dovlo, was promoted to Moderator of the Church and relocated to Ho, Ghana. Among other things, Stenhouse used his position to work for the inclusion of women in the Seminary and encourage self-reliance for his African pupils, which was not wholeheartedly embraced by his white U.S. colleagues and other missionaries working in Africa. Because there were very few individuals of African descent from the U.S. involved as missionaries or in leadership roles within the UCBWM, Stenhouse often found himself functioning as a buffer, mediator, and advocate in direct response to the conservative views and actions taken by missionaries and colleagues.</p><p>In 1977, Stenhouse became the Associate Regional Secretary for Africa under Dr. Marcus and moved back to New York to the UCBWM offices. He was named Acting Regional Secretary in 1979 after Marcus had a stroke, and officially assumed the position of Regional Secretary of Africa two years later. As Regional Secretary, Stenhouse was responsible for coordinating the work of over thirty missionaries in ten African nations (Ghana, Togo, South Africa, Zimbabwe, Zambia, Mozambique, Botswana, Angola, Lesotho, and Namibia). In this capacity, he maintained oversight of the regional budget, programs, and relationships tied to the Africa office, one of 6 regions (Africa, East Asia, Southern Asia, Europe, Latin America/Caribbean/Oceania, and Middle East) served by the UCBWM. As part of his duties he made numerous trips to visit the missionaries and churches in the countries within his region between 1979-1984. He also attended the independence celebration of Zimbabwe (formerly Rhodesia) from British rule in 1980 and visited other countries (Kenya, Swaziland, and Zaire) in addition to those within his region.</p><p>In 1984, Stenhouse took a leave of absence from his position as African Regional Secretary for personal and family reasons. However, his commitment to increase the number of black and other minority missionaries resulted in his becoming a UCBWM consultant for the UCC Black Constituency and the Council of Racial and Ethnic Ministries (COREM), two internal organizations that were, in part, charged with building participation of underrepresented groups in the missionary corps. He was replaced by an interim Regional Secretary, and when he did not return to that position Andrea Young was hired to fill the position permanently in 1985.</p><p>Within a month of assuming the consultancy, Stenhouse proposed a new position that expanded the liaison role that he was fulfilling between the United Black Christians and UCC to incorporate other racial/ethnic groups. The proposed position would increase the interest, participation, and assignment of qualified members of racial and ethnic groups in UCBWM overseas mission and service programs. Although the goals for the position were broadly multiracial/multiethnic in intention, efforts to increase the commitment of Christians of African descent to overseas ministries were fore-grounded.</p><p>Stenhouse's decision to broaden the scope of the consultancy appears to have been the result of ongoing conversations among the UCC's racial and ethnic organizations regarding the lack of diversity among UCBWM personnel, as well as the perception that these groups were not treated as equals within the organization, and that limited communication contributed to the entrenched underrepresentation of missionaries. Stenhouse's proposal called for an executive position within the UCBWM, thus centralizing the recruitment efforts of blacks and the other constituent minority groups/organizations. Specific goals entailed increasing personal contact between UCBWM and the various underrepresented groups via outreach and recruitment, and evaluating and securing feedback from constituent groups on their awareness of overseas missions and their overall perceptions of UCBWM. As described by an internal memo, Stenhouse's new role would "develop[ing] a new program of relationships within the UCC in the USA." A news article further described the new initiative as "developing an integrated global mission." Although Stenhouse held the consultancy for a little over a year, his recruitment efforts established and confirmed the inconsistencies between UCBWM policies and practices internally and overseas through surveys and feedback that he obtained. His proposal and subsequent role ultimately served to facilitate the initial phase of an initiative to improve the role and image of the UCBWM in the view of minority constituents. In addition to carrying out the formal goals, Stenhouse advocated policy changes, among them that the consultant position be included in the UCC/UCBWM budget and that it be a permanent position.</p><p>During his time as a consultant, Stenhouse remained attentive to issues in Africa. In particular, he participated in a planned apartheid protest demonstration at the South Africa embassy in Washington, DC. in 1985, where he was arrested. The issue of apartheid was persistently discussed among his colleagues and Stenhouse was outspoken on the issue of U.S. government and corporate divestiture.</p><p>Stenhouse retired in 1985. In 1987 he suffered a stroke and died in 1993. He was survived by his wife, Ella and three children, Richard, Jr., David and Vera.</p></biogHist>	Richard E. Stenhouse, Sr. papers, 1943 - 19901943 - 1984  (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25656.xml	Richard Eugene Stenhouse, Sr.
24576.c01	n82001019	person	Stein, Jean		Actors -- United States#Literature -- Periodicals#Los Angeles (Calif.) History#Motion pictures	Hollywood (Los Angeles, Calif.) Biography#Los Angeles (Calif.) Biography#New York City history and culture	Motion picture producers.		<biogHist><p>Jean Stein (1934-2017) was an American author, oral historian, editor, and philanthropist. Jean Babette Stein was born on February 9th, 1934 in Chicago, Illinois to Jules C. Stein and Doris Jones Stein. Her father, Jules Stein, co-founded the music booking agency Music Corporation of America (MCA) with William R. Goodheart, Jr. in 1929. This company, which initially pioneered the system of musicians touring America, would branch out into radio and open offices in New York, before eventually landing in Hollywood in 1937, at the recommendation of Stein's partner Lew Wasserman. Now known simply as MCA, it became one of the leading talent agencies in the country, representing such stars as Bette Davis, Betty Grable, Joan Crawford, Greta Garbo, Eddie Cantor, Ingrid Bergman, Frank Sinatra, and Jack Benny.</p><p>As the daughter of such a prominent film industry figure, Jean Stein grew up in an atmosphere of fame, wealth, and movie stars. Many of her father's famous clients were frequent guests at Misty Mountain, the family's Beverly Hills estate, and Stein played with the children of movie stars and moguls throughout her childhood.</p><p>Stein studied at both Wellesley College and the Sorbonne, in Paris, France. Much of her early 20s were spent living abroad in Paris, Rome, Venice, and other European cities, as well as in New York, where she worked as assistant to director Elia Kazan on the original production of Tennessee Williams's Cat on a Hot Tin Roof (1955). In 1954, while visiting St. Moritz, nineteen year old Stein met the legendary American novelist William Faulkner and they began a love affair. Faulkner was then fifty-six and married, but the affair continued until Stein met the man who would become her first husband, William vanden Heuvel. During their relationship, Stein persuaded the usually reticent Faulkner to allow her to interview him. The interview was subsequently published in The Paris Review in 1956, and Stein became an editor there, working for George Plimpton.</p><title>Cat on a Hot Tin Roof</title><title>The Paris Review</title><p>Stein moved back to New York City to work at Esquire, as an assistant to features editor Clay Felker. In 1958, Stein married lawyer and diplomat William vanden Heuvel, whose position as special assistant to Robert Kennedy, during the latter's tenure as United States Attorney General put Stein in Kennedy's circle and inspired her first book. Stein and vanden Heuvel were among the group that traveled with Kennedy's body from New York to Washington after his assassination in 1968. This trip was the subject of American Journey: The Times of Robert Kennedy (1970), which was edited by George Plimpton.</p><title>Esquire</title><title>American Journey: The Times of Robert Kennedy</title><p>Living in New York during the 1960s, Stein was part of the world of the artistic, intellectual, political, and literary intelligentsia. Among her friends was Andy Warhol muse Edie Sedgwick, and Stein considered her the perfect symbol for the 1960s. Sedgwick's tragic life, and her journey from socialite to superstar to death at age 28 by drug overdose would be the subject of Stein's next oral history, Edie: An American Biography (1982) (reprinted in 1994 as Edie: American Girl). The text was composed entirely of interviews Stein conducted with friends, colleagues and family of Sedgwick, and was also edited by George Plimpton. Edie was an international best-seller.</p><title>Edie: An American Biography</title><title>Edie: American Girl</title><title>Edie</title><p>From 1990 to 2004, Stein was the co-editor (with Walter Hopps) of Grand Street, the literary/visual arts magazine.</p><title>Grand Street</title><p>Stein's third book, West of Eden: An American Place (2016), told the stories (again though oral histories) of five families or individuals who shaped the history of Los Angeles. The book dedicated chapters to Los Angeles' first oil tycoon Edward Doheny and his family; Warner Bothers mogul Jack Warner and his family; Jane Garland, the mentally ill daughter of Hollywood real estate executive William Garland and would-be actress Grace Nicholls; the movie star Jennifer Jones, her three famous husbands (Robert Walker, David O'Selznick, and Norton Simon), and three children; and Stein's own family, and the founding of her father's company, MCA.</p><title>West of Eden: An American Place</title><p>In 2016 Jean Stein partnered with PEN America to found the $75,000 PEN/Jean Stein Book Award and the $10,000 PEN/Jean Stein Grant for Oral History.</p><p>Jean Stein was married to William vanden Heuvel from 1958 to 1970. The marriage produced two daughters, editor and publisher Katrina vanden Heuvel, and actress Wendy vanden Heuvel. Stein was married to Nobel Prize-winning Swedish neurobiologist Torsten Wiesel from 1995 to 2007. Jean Stein died in Manhattan on April 30, 2017.</p></biogHist>	Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Stein, Jean
24576.r001	n95012286	person	Doheny, Edward L. (Edward Laurence), 1856-1935	1856^Birth#1935^Death						Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Doheny, Edward L. (Edward Laurence), 1856-1935
24576.r002	n84053225	person	Faulkner, William							Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Faulkner, William
