CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	"Date Type"	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
9339-Archives_Orn147.r001		corporateBody	"Morden African Expedition of the American Museum of Natural History, 1953"								"Morden Southwest Africa Expedition collection, 1953 (Department of Ornithology Archives)"		"Morden African Expedition of the American Museum of Natural History (1953)"
9163-Archives_Orn13.c01	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"James P. Chapin general file, 1930s-1950s (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964"
				1964	Death								
9400-Archives_Orn252.r001	n82091932	person	"Murphy, Robert Cushman, 1887-1973"	1887	Birth						"Murphy and Gilliard bibliography files, undated (Department of Ornithology Archives)"		"Murphy, Robert Cushman, 1887-1973"
				1973	Death								
9400-Archives_Orn252.r002	n50030154	person	"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"	1912	Birth						"Murphy and Gilliard bibliography files, undated (Department of Ornithology Archives)"		"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"
				1965	Death								
9400-Archives_Orn252.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Murphy and Gilliard bibliography files, undated (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9327-Archives_Orn140.r001	n85804922	person	"Delacour, Jean, 1890-1985"	1890	Birth						"Madagascar Expedition collection, 1928-1932 (Department of Ornithology Archives)"		"Delacour, Jean, 1890-1985"
				1985	Death								
9327-Archives_Orn140.r002	no2010190453	person	"DuMont, Philip A. (Philip Atkinson), 1903-1996"	1903	Birth						"Madagascar Expedition collection, 1928-1932 (Department of Ornithology Archives)"		"DuMont, Philip A. (Philip Atkinson), 1903-1996"
				1996	Death								
9327-Archives_Orn140.r003	n99055016	person	"Archbold, Richard"								"Madagascar Expedition collection, 1928-1932 (Department of Ornithology Archives)"		"Archbold, Richard"
9327-Archives_Orn140.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Madagascar Expedition collection, 1928-1932 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9327-Archives_Orn140.r004		corporateBody	"Mission Zoologique franco-anglo-américaine à Madagascar, 1929-1931"								"Madagascar Expedition collection, 1928-1932 (Department of Ornithology Archives)"		"Mission Zoologique franco-anglo-américaine à Madagascar (1929-1931)"
9303-Archives_Orn117.c01	n80161525	person	"Vaurie, Charles"						"American Museum of Natural History. Department of Ornithology. Archives."		"Charles Vaurie collection, 1960s-1970s (Department of Ornithology Archives)"		"Vaurie, Charles"
9347-Archives_Orn159.c01		corporateBody	"Crocker Land Expedition, 1913-1917"						"American Museum of Natural History. Department of Ornithology. Archives."		"Crocker Land Expedition collection, 1912-1933 (Department of Ornithology Archives)"		"Crocker Land Expedition (1913-1917)"
9300-Archives_Orn115.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Uruguay Expedition list of birds, 1959-1963 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9300-Archives_Orn115.r001		corporateBody	"Uruguay Expedition, 1959-1963"								"Uruguay Expedition list of birds, 1959-1963 (Department of Ornithology Archives)"		"Uruguay Expedition (1959-1963)"
9298-Archives_Orn113.c01		corporateBody	"Tyler Duida Expedition of the American Museum of Natural History, 1928-1929"			"Scientific expeditions -- Venezuela"			"American Museum of Natural History. Department of Ornithology. Archives."		"Tyler-Duida Expedition collection, 1928-1930 (Department of Ornithology Archives)"		"Tyler Duida Expedition of the American Museum of Natural History (1928-1929)"
9298-Archives_Orn113.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Scientific expeditions -- Venezuela"			"American Museum of Natural History. Department of Ornithology. Archives."		"Tyler-Duida Expedition collection, 1928-1930 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9192-Archives_Orn46.c01	n80070480	person	"Trimm, H. Wayne"			"Birds -- Pictorial works"			"American Museum of Natural History. Department of Ornithology. Archives."		"Wayne Trimm and Hugh Land ""Birds of Guatamala"" collection, undated (Department of Ornithology Archives)"		"Trimm, H. Wayne"
9192-Archives_Orn46.c02	n90705438	person	"Land, Hugh C., 1929-1968"	1929	Birth	"Birds -- Pictorial works"			"American Museum of Natural History. Department of Ornithology. Archives."		"Wayne Trimm and Hugh Land ""Birds of Guatamala"" collection, undated (Department of Ornithology Archives)"		"Land, Hugh C., 1929-1968"
				1968	Death								
9184-Archives_Orn35.c01	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Chapin file: maps and localities (PT), 1904-1966 (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964"
				1964	Death								
9387-Archives_Orn195.r001	n79018677	person	"Audubon, John James, 1785-1851"	1785	Birth						"Materials from ""Plates from Audubon Birds of America"" exhibition, undated (Department of Ornithology Archives)"		"Audubon, John James, 1785-1851 -- Birds of America -- Exhibitions"
				1851	Death								
9387-Archives_Orn195.c01		corporateBody	"John James Audubon: Science into Art (Exhibition)"			Exhibitions			"American Museum of Natural History. Department of Ornithology. Archives."		"Materials from ""Plates from Audubon Birds of America"" exhibition, undated (Department of Ornithology Archives)"		"John James Audubon: Science into Art (Exhibition)"
9387-Archives_Orn195.r002		corporateBody	"American Museum of Natural History"								"Materials from ""Plates from Audubon Birds of America"" exhibition, undated (Department of Ornithology Archives)"		"American Museum of Natural History -- Exhibitions"
9394-Archives_Orn256.c01	n50024127	person	"Amadon, Dean"						"American Museum of Natural History. Department of Ornithology. Archives."		"Dean Amadon 1959 Expedition to Argentina with William Partridge and Donald Eckelberry collection, 1959-1999 (Department of Ornithology Archives)"		"Amadon, Dean"
9394-Archives_Orn256.c02	n91001048	person	"Eckelberry, Don R."						"American Museum of Natural History. Department of Ornithology. Archives."		"Dean Amadon 1959 Expedition to Argentina with William Partridge and Donald Eckelberry collection, 1959-1999 (Department of Ornithology Archives)"		"Eckelberry, Don R."
9394-Archives_Orn256.c03	n84214745	person	"Partridge, William L."						"American Museum of Natural History. Department of Ornithology. Archives."		"Dean Amadon 1959 Expedition to Argentina with William Partridge and Donald Eckelberry collection, 1959-1999 (Department of Ornithology Archives)"		"Partridge, William L."
9394-Archives_Orn256.c04		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Dean Amadon 1959 Expedition to Argentina with William Partridge and Donald Eckelberry collection, 1959-1999 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9394-Archives_Orn256.r001		corporateBody	"Expedition to Argentina, 1959"								"Dean Amadon 1959 Expedition to Argentina with William Partridge and Donald Eckelberry collection, 1959-1999 (Department of Ornithology Archives)"		"Expedition to Argentina (1959)"
9346-Archives_Orn158.r001	n78096880	person	"Jaques, Francis Lee, 1887-1969"	1887	Birth						"Crocker-Pacific Expeditions collection, 1934-1939 (Department of Ornithology Archives)"		"Jaques, Francis Lee, 1887-1969"
				1969	Death								
9346-Archives_Orn158.r002		person	"Asaeda, Toshio, 1893-1968"	1893	Birth						"Crocker-Pacific Expeditions collection, 1934-1939 (Department of Ornithology Archives)"		"Asaeda, Toshio, 1893-1968"
				1968	Death								
9346-Archives_Orn158.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Crocker-Pacific Expeditions collection, 1934-1939 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9346-Archives_Orn158.r003		corporateBody	"Templeton Crocker Pacific Expedition (1st : 1934-1935)"								"Crocker-Pacific Expeditions collection, 1934-1939 (Department of Ornithology Archives)"		"Templeton Crocker Pacific Expedition (1st : 1934-1935)"
9346-Archives_Orn158.r004		corporateBody	"Templeton Crocker Pacific Expedition (2nd : 1936-1937)"								"Crocker-Pacific Expeditions collection, 1934-1939 (Department of Ornithology Archives)"		"Templeton Crocker Pacific Expedition (2nd : 1936-1937)"
9317-Archives_Orn148.c01	n82091932	person	"Murphy, Robert Cushman, 1887-1973"	1887	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"R. C. Murphy collection, circa 1910-1970s (Department of Ornithology Archives)"		"Murphy, Robert Cushman, 1887-1973"
				1973	Death								
9317-Archives_Orn148.r001		corporateBody	"South Georgia Island Expedition of the American Museum of Natural History, 1912-1913"								"R. C. Murphy collection, circa 1910-1970s (Department of Ornithology Archives)"		"South Georgia Island Expedition of the American Museum of Natural History (1912-1913)"
9317-Archives_Orn148.r002		corporateBody	"Ecuador and Northern Peru Expedition, 1924-1925"								"R. C. Murphy collection, circa 1910-1970s (Department of Ornithology Archives)"		"Ecuador and Northern Peru Expedition (1924-1925)"
9386-Archives_Orn219.c01	amnhp_1000342	person	"Carnochan, Frederic Grosvenor, 1890-1952"	1890	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"F. G. Carnochan collection, 1934-1935 (Department of Ornithology Archives)"		"Carnochan, Frederic Grosvenor, 1890-1952"
				1952	Death								
9329-Archives_Orn134.c01	no98112011	person	"Lang, Herbert, 1879-1957"	1879	Birth	"Birds -- Africa"			"American Museum of Natural History. Department of Ornithology. Archives."		"Lang-Tjader papers, undated (Department of Ornithology Archives)"		"Lang, Herbert, 1879-1957"
				1957	Death								
9332-Archives_Orn137.c01	n90717961	person	"Carter, T. Donald (Thomas Donald), 1893"			"Scientific expeditions -- Indochina"			"American Museum of Natural History. Department of Ornithology. Archives."		"Legendre Indo-China Expedition collection, 1931-1932, 1971 (Department of Ornithology Archives)"		"Carter, T. Donald (Thomas Donald), 1893"
9332-Archives_Orn137.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Scientific expeditions -- Indochina"			"American Museum of Natural History. Department of Ornithology. Archives."		"Legendre Indo-China Expedition collection, 1931-1932, 1971 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9332-Archives_Orn137.c03		corporateBody	"Legendre Indochina Expedition, 1931-1932"			"Scientific expeditions -- Indochina"			"American Museum of Natural History. Department of Ornithology. Archives."		"Legendre Indo-China Expedition collection, 1931-1932, 1971 (Department of Ornithology Archives)"		"Legendre Indochina Expedition (1931-1932)"
9171-Archives_Orn23.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology specimen collections files, 1950s-2003 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9266-Archives_Orn84.c01	n82091932	person	"Murphy, Robert Cushman, 1887-1973"	1887	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Peruvian Littoral Expedition collection, 1919-1920 (Department of Ornithology Archives)"		"Murphy, Robert Cushman, 1887-1973"
				1973	Death								
9266-Archives_Orn84.c02		corporateBody	"Peruvian Littoral Expedition of the Brooklyn Museum, 1919-1920"			"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Peruvian Littoral Expedition collection, 1919-1920 (Department of Ornithology Archives)"		"Peruvian Littoral Expedition of the Brooklyn Museum (1919-1920)"
9254-Archives_Orn73.c01	n82091932	person	"Murphy, Robert Cushman, 1887-1973"	1887	Birth	"Scientific expeditions -- New Zealand"			"American Museum of Natural History. Department of Ornithology. Archives."		"New Zealand Expedition collection, 1947-1948 (Department of Ornithology Archives)"		"Murphy, Robert Cushman, 1887-1973"
				1973	Death								
9254-Archives_Orn73.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Scientific expeditions -- New Zealand"			"American Museum of Natural History. Department of Ornithology. Archives."		"New Zealand Expedition collection, 1947-1948 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9254-Archives_Orn73.c03		corporateBody	"New Zealand Expedition, 1948"			"Scientific expeditions -- New Zealand"			"American Museum of Natural History. Department of Ornithology. Archives."		"New Zealand Expedition collection, 1947-1948 (Department of Ornithology Archives)"		"New Zealand Expedition (1948)"
9247-Archives_Orn63.c01	n80005393	person	"Wolf, Larry L."				"Costa Rica"		"American Museum of Natural History. Department of Ornithology. Archives."		"Larry L. Wolf papers, 1966-1967 (Department of Ornithology Archives)"		"Wolf, Larry L."
9152-Archives_Orn4.c01	n79148841	person	"Short, Lester L."				"Saint Catherines Island (Ga.)"		"American Museum of Natural History. Department of Ornithology. Archives."		"Lester L. Short papers, 1960s-1980s (Department of Ornithology Archives)"		"Short, Lester L."
9152-Archives_Orn4.r001		corporateBody	"Pan-African Ornithological Congress"								"Lester L. Short papers, 1960s-1980s (Department of Ornithology Archives)"		"Pan-African Ornithological Congress"
9152-Archives_Orn4.r002		corporateBody	"International Council for Bird Preservation"								"Lester L. Short papers, 1960s-1980s (Department of Ornithology Archives)"		"International Council for Bird Preservation"
9152-Archives_Orn4.r003		corporateBody	"International Ornithological Congress"								"Lester L. Short papers, 1960s-1980s (Department of Ornithology Archives)"		"International Ornithological Congress"
9257-Archives_Orn76.r001	nr95016426	person	"Nichols, John T. (John Treadwell), 1883-1958"	1883	Birth						"J. T. Nichols collection, 1904-1958 (Department of Ornithology Archives)"		"Nichols, John T. (John Treadwell), 1883-1958 -- Bibliography"
				1958	Death								
9257-Archives_Orn76.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"J. T. Nichols collection, 1904-1958 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9330-Archives_Orn135.c01	no2001054959	person	"Lawrence, George N. (George Newbold), 1806-1895"	1806	Birth	"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"George N. Lawrence collection, 1867-1889 (Department of Ornithology Archives)"		"Lawrence, George N. (George Newbold), 1806-1895"
				1895	Death								
9249-Archives_Orn65.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Yellowstone Expedition records, 1873-1975 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9385-Archives_Orn218.c01	amnhp_1000443	person	"Correia, José G., 1881-1954"	1881	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Cape Verde Island and Azores Expedition collection, 1921-1928 (Department of Ornithology Archives)"		"Correia, José G., 1881-1954"
				1954	Death								
9385-Archives_Orn218.c02		corporateBody	"Azores Expedition, 1922"						"American Museum of Natural History. Department of Ornithology. Archives."		"Cape Verde Island and Azores Expedition collection, 1921-1928 (Department of Ornithology Archives)"		"Azores Expedition (1922)"
9265-Archives_Orn83.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Scientific expeditions -- South America"			"American Museum of Natural History. Department of Ornithology. Archives."		"Peru, Ecuador, Chile Expedition collection, 1916 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9265-Archives_Orn83.r001		corporateBody	"Chapman Colombian Expedition, 1916"								"Peru, Ecuador, Chile Expedition collection, 1916 (Department of Ornithology Archives)"		"Chapman Colombian Expedition (1916)"
9401-Archives_Orn257.c01		person	"Butler, H. (Harry)"			"Scientific expeditions -- Australia."			"American Museum of Natural History. Department of Ornithology. Archives."		"Australia-Butler Expedition collection, 1969-1973 (Department of Ornithology Archives)"		"Butler, H. (Harry)"
9401-Archives_Orn257.r001		corporateBody	"Butler Expedition to Australia, 1967"								"Australia-Butler Expedition collection, 1969-1973 (Department of Ornithology Archives)"		"Butler Expedition to Australia (1967)"
9278-Archives_Orn96.c01	n82091932	person	"Murphy, Robert Cushman, 1887-1973"	1887	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"R. C. Murphy San Jose Island collection, 1940 (Department of Ornithology Archives)"		"Murphy, Robert Cushman, 1887-1973"
				1973	Death								
9191-Archives_Orn45.c01	n80070480	person	"Trimm, H. Wayne"			"Birds -- Pictorial works"			"American Museum of Natural History. Department of Ornithology. Archives."		"H. Wayne Trimm ""Birds of Tikal"" collection, circa 1958 (Department of Ornithology Archives)"		"Trimm, H. Wayne"
9331-Archives_Orn136.c01	no96048925	person	"Tate, G. H. H. (George Henry Hamilton), 1894-1953"	1894	Birth	"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Lee Garnett Day Expedition collection, 1927-1928 (Department of Ornithology Archives)"		"Tate, G. H. H. (George Henry Hamilton), 1894-1953"
				1953	Death								
9331-Archives_Orn136.c02	n90717961	person	"Carter, T. Donald (Thomas Donald), 1893"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Lee Garnett Day Expedition collection, 1927-1928 (Department of Ornithology Archives)"		"Carter, T. Donald (Thomas Donald), 1893"
9331-Archives_Orn136.c03		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Lee Garnett Day Expedition collection, 1927-1928 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9331-Archives_Orn136.r001		corporateBody	"Day Roraima Expedition of the American Museum of Natural History, 1927-1928"								"Lee Garnett Day Expedition collection, 1927-1928 (Department of Ornithology Archives)"		"Day Roraima Expedition of the American Museum of Natural History (1927-1928)"
9396-Archives_Orn253.c01		person	"Ring, Thomas M."						"American Museum of Natural History. Department of Ornithology. Archives."		"Thomas Ring Columbia Expedition collection, 1913 (Department of Ornithology Archives)"		"Ring, Thomas M."
9396-Archives_Orn253.r001	n87830787	person	"Chapman, Frank M. (Frank Michler), 1864-1945"	1864	Birth						"Thomas Ring Columbia Expedition collection, 1913 (Department of Ornithology Archives)"		"Chapman, Frank M. (Frank Michler), 1864-1945"
				1945	Death								
9267-Archives_Orn88.c01		corporateBody	"Rockefeller Foundation"						"American Museum of Natural History. Department of Ornithology. Archives."		"Rockefeller Foundation specimen collection materials, 1940s (Department of Ornithology Archives)"		"Rockefeller Foundation"
9299-Archives_Orn114.c01		person	"Underwood, Cecil F."			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Cecil Underwood collection, 1940s (Department of Ornithology Archives)"		"Underwood, Cecil F."
9189-Archives_Orn40.r001	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth						"Belgian Congo species card file I, II, III, IV, 1920s-1960s, undated (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964 -- Birds of the Belgian Congo"
				1964	Death								
9189-Archives_Orn40.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Belgian Congo species card file I, II, III, IV, 1920s-1960s, undated (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9169-Archives_Orn19.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Anatomy"			"American Museum of Natural History. Department of Ornithology. Archives."		"Catalogue of anatomical bird material, 1888-2010 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
						"Birds -- Catalogs and collections"							
9334-Archives_Orn142.c01	no2002090850	person	"Miller, Loye, 1874-1970"	1874	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Loye Holmes Miller field journal, 1900-1903 (Department of Ornithology Archives)"		"Miller, Loye, 1874-1970"
				1970	Death								
9348-Archives_Orn160.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Dwight collection, 1920s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9335-Archives_Orn143.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Mathews catalog, undated (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9363-Archives_Orn152.c01	no94037700	person	"Chiappe, Luis M."						"American Museum of Natural History. Department of Ornithology. Archives."		"Luis Chiappe collection, 1995 (Department of Ornithology Archives)"		"Chiappe, Luis M."
9349-Archives_Orn161.c01	n87830787	person	"Chapman, Frank M. (Frank Michler), 1864-1945"	1864	Birth	"Scientific expeditions -- Ecuador"			"American Museum of Natural History. Department of Ornithology. Archives."		"Ecuador Expeditions collection, 1912-1922 (Department of Ornithology Archives)"		"Chapman, Frank M. (Frank Michler), 1864-1945"
				1945	Death								
9349-Archives_Orn161.c02	n90612375	person	"Anthony, H. E. (Harold Elmer), 1890-1970"	1890	Birth	"Scientific expeditions -- Ecuador"			"American Museum of Natural History. Department of Ornithology. Archives."		"Ecuador Expeditions collection, 1912-1922 (Department of Ornithology Archives)"		"Anthony, H. E. (Harold Elmer), 1890-1970"
				1970	Death								
9349-Archives_Orn161.c03	n2017001202	person	"Cherrie, George Kruck, 1865-1946"	1865	Birth	"Scientific expeditions -- Ecuador"			"American Museum of Natural History. Department of Ornithology. Archives."		"Ecuador Expeditions collection, 1912-1922 (Department of Ornithology Archives)"		"Cherrie, George Kruck, 1865-1946"
				1946	Death								
9349-Archives_Orn161.c04	amnhp_1001743	person	"Richardson, William B."			"Scientific expeditions -- Ecuador"			"American Museum of Natural History. Department of Ornithology. Archives."		"Ecuador Expeditions collection, 1912-1922 (Department of Ornithology Archives)"		"Richardson, William B."
9349-Archives_Orn161.c05		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Scientific expeditions -- Ecuador"			"American Museum of Natural History. Department of Ornithology. Archives."		"Ecuador Expeditions collection, 1912-1922 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9349-Archives_Orn161.r001		corporateBody	"Chapman South American Expedition (1st : 1912-1913)"								"Ecuador Expeditions collection, 1912-1922 (Department of Ornithology Archives)"		"Chapman South American Expedition (1st : 1912-1913)"
9349-Archives_Orn161.r002		corporateBody	"Ecuador Expedition, 1922"								"Ecuador Expeditions collection, 1912-1922 (Department of Ornithology Archives)"		"Ecuador Expedition (1922)"
9349-Archives_Orn161.r003		corporateBody	"South American Ornithology Expedition, 1912-1913"								"Ecuador Expeditions collection, 1912-1922 (Department of Ornithology Archives)"		"South American Ornithology Expedition (1912-1913)"
9318-Archives_Orn149.c01	n87830787	person	"Chapman, Frank M. (Frank Michler), 1864-1945"	1864	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Frank M. Chapman collection, 1872-1938, 1973-1977 (Department of Ornithology Archives)"		"Chapman, Frank M. (Frank Michler), 1864-1945"
				1945	Death								
9154-Archives_Orn6.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Exhibitions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology exhibits collection, 1940s-1980s, undated (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9154-Archives_Orn6.r001		corporateBody	"American Museum of Natural History"								"Department of Ornithology exhibits collection, 1940s-1980s, undated (Department of Ornithology Archives)"		"American Museum of Natural History -- Exhibitions"
9174-Archives_Orn25.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Chapman Award card files, 1950s-1990s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9316-Archives_Orn139.c01		person	"McDonald, Mara"						"American Museum of Natural History. Department of Ornithology. Archives."		"Mara McDonald field catalogue and correspondence, 1985-1988 (Department of Ornithology Archives)"		"McDonald, Mara"
9309-Archives_Orn101.c01		person	"Smith, Austin Paul"						"American Museum of Natural History. Department of Ornithology. Archives."		"Austin Paul Smith collection, circa 1930s (Department of Ornithology Archives)"		"Smith, Austin Paul"
9179-Archives_Orn31.r001		corporateBody	"American Museum of Natural History. Sanford Memorial Hall of the Biology of Birds"								"Biology of Birds Hall panels photograph collection, undated (Department of Ornithology Archives)"		"American Museum of Natural History. Sanford Memorial Hall of the Biology of Birds -- Photographs"
9361-Archives_Orn150.c01	n2017001202	person	"Cherrie, George Kruck, 1865-1946"	1865	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"George K. Cherrie collection, 1894-1925 (Department of Ornithology Archives)"		"Cherrie, George Kruck, 1865-1946"
				1946	Death								
9361-Archives_Orn150.r001		corporateBody	"Venezuela Expedition, 1918-1919"								"George K. Cherrie collection, 1894-1925 (Department of Ornithology Archives)"		"Venezuela Expedition (1918-1919)"
9361-Archives_Orn150.r002		corporateBody	"Roosevelt-Rondon Scientific Expedition, 1913-1914"								"George K. Cherrie collection, 1894-1925 (Department of Ornithology Archives)"		"Roosevelt-Rondon Scientific Expedition (1913-1914)"
9361-Archives_Orn150.r003		corporateBody	"James Simpson-Roosevelt Asiatic Expedition, 1925-1926"								"George K. Cherrie collection, 1894-1925 (Department of Ornithology Archives)"		"James Simpson-Roosevelt Asiatic Expedition (1925-1926)"
9260-Archives_Orn79.c01	n84214745	person	"Partridge, William L."			"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"William Partridge collection, circa 1950s-1960s (Department of Ornithology Archives)"		"Partridge, William L."
9308-Archives_Orn100.c01	no98082375	person	"Sennett, George B. (George Burritt), 1840-1900"	1840	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"George B. Sennett collection, 1880-1881, 1958 (Department of Ornithology Archives)"		"Sennett, George B. (George Burritt), 1840-1900"
				1900	Death								
9314-Archives_Orn106.c01	no2007120169	person	"Steere, Joseph Beal, 1842-1940"	1842	Birth	"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Steere Expedition collection, 1887-1888, 1985 (Department of Ornithology Archives)"		"Steere, Joseph Beal, 1842-1940"
				1940	Death								
9314-Archives_Orn106.c02		person	"Sloss, Richard"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Steere Expedition collection, 1887-1888, 1985 (Department of Ornithology Archives)"		"Sloss, Richard"
9314-Archives_Orn106.c03		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Steere Expedition collection, 1887-1888, 1985 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9314-Archives_Orn106.r001		corporateBody	"Steere Expedition, 1887-1888"								"Steere Expedition collection, 1887-1888, 1985 (Department of Ornithology Archives)"		"Steere Expedition (1887-1888)"
9321-Archives_Orn127.c01	n90706492	person	"Greenway, James C. (James Cowan), 1903-1989"	1903	Birth	"Endangered species"			"American Museum of Natural History. Department of Ornithology. Archives."		"James C. Greenway, Jr. collection, 1940s-1960s (Department of Ornithology Archives)"		"Greenway, James C. (James Cowan), 1903-1989"
				1989	Death								
9161-Archives_Orn50.c01	n81012320	person	"Seidel, Alexander"			"Birds -- Pictorial works"			"American Museum of Natural History. Department of Ornithology. Archives."		"Alex Seidel and Helen Ziska drawings collection, undated (Department of Ornithology Archives)"		"Seidel, Alexander"
9161-Archives_Orn50.c02	amnhp_1002324	person	"Ziska, Helen"			"Birds -- Pictorial works"			"American Museum of Natural History. Department of Ornithology. Archives."		"Alex Seidel and Helen Ziska drawings collection, undated (Department of Ornithology Archives)"		"Ziska, Helen"
9161-Archives_Orn50.c03	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth	"Birds -- Pictorial works"			"American Museum of Natural History. Department of Ornithology. Archives."		"Alex Seidel and Helen Ziska drawings collection, undated (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964"
				1964	Death								
9320-Archives_Orn126.r001	no2014103896	person	"Sanford, L. C. (Leonard Cutler), 1868-1950"	1868	Birth						"Heinrich Expedition collection, 1930-1956 (Department of Ornithology Archives)"		"Sanford, L. C. (Leonard Cutler), 1868-1950"
				1950	Death								
